country,question_id,question_text,response,validation_status,evidence_count,evidence_ids,document_ids,pages,response_id,run_id,prompt_version,question_version
taiwan,Q10,"Como pensamento crítico, autonomia e participação social são promovidos no currículo relacionado à Computação e Educação Digital?","O currículo relacionado à Computação e Educação Digital em Taiwan promove o pensamento crítico, a autonomia e a participação social através de práticas que incentivam a colaboração e a análise crítica de questões sociais e éticas em tecnologia.",candidate,3,EVID_TAIWAN_Q10_TW_001_P0026_001; EVID_TAIWAN_Q10_TW_001_P0029_002; EVID_TAIWAN_Q10_TW_001_P0042_003,TW_001,TW_001:p26; TW_001:p29; TW_001:p42,RESP_TAIWAN_Q10_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q10,"Como pensamento crítico, autonomia e participação social são promovidos no currículo relacionado à Computação e Educação Digital?","O currículo relacionado à Computação e Educação Digital promove o pensamento crítico, a autonomia e a participação social através de competências que incentivam a resolução de problemas e o desenvolvimento de soluções tecnológicas, tanto individuais quanto em grupo. Além disso, oferece oportunidades para reflexão sobre a cidadania digital e a ética nas interações online.",candidate,2,EVID_URUGUAI_Q10_UY_003_P0009_001; EVID_URUGUAI_Q10_UY_001_P0023_002,UY_001; UY_003,UY_003:p9; UY_001:p23,RESP_URUGUAI_Q10_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,Os documentos curriculares mencionam a promoção de cidadãos digitalmente habilitados e a conscientização sobre questões sociais e éticas decorrentes do uso da tecnologia.,candidate,2,EVID_AFRICA_DO_SUL_Q11_AF_ZA_02_P0017_001; EVID_AFRICA_DO_SUL_Q11_AF_ZA_01_P0006_002,AF-ZA-01; AF-ZA-02,AF-ZA-02:p17; AF-ZA-01:p6,RESP_AFRICA_DO_SUL_Q11_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,Os documentos curriculares abordam a cidadania global por meio da consideração de fatores que impactam decisões de design e pela ênfase em práticas sustentáveis e na gestão de dados pessoais.,candidate,2,EVID_AUSTRALIA_Q11_OC_AU_01_P0003_001; EVID_AUSTRALIA_Q11_OC_AU_01_P0003_002,OC-AU-01,OC-AU-01:p3; OC-AU-01:p3,RESP_AUSTRALIA_Q11_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares abordam a construção da cidadania como um exercício contínuo que exige participação e respeito aos direitos e deveres fundamentais, promovendo o debate público crítico e a análise de experiências políticas.",candidate,1,EVID_BRASIL_Q11_BR_004_P0580_001,BR_004,BR_004:p580-581,RESP_BRASIL_Q11_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam elementos como a responsabilidade compartilhada por nosso planeta, a exploração do ambiente através de perspectivas diversas e a utilização de métodos científicos.",candidate,2,EVID_CANADA_Q11_CA_002_P0001_001; EVID_CANADA_Q11_CA_001_P0001_002,CA_001; CA_002,CA_002:p1; CA_001:p1,RESP_CANADA_Q11_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares incluem elementos relacionados à cidadania global, como a compreensão da diversidade cultural e a importância da participação cívica para enfrentar desafios globais.",candidate,3,EVID_CHILE_Q11_CL_004_P0278_001; EVID_CHILE_Q11_CL_004_P0278_002; EVID_CHILE_Q11_CL_002_P0190_003,CL_002; CL_004,CL_004:p278-279; CL_004:p278-279; CL_002:p190-191,RESP_CHILE_Q11_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam a consciência da informação, o pensamento computacional, a aprendizagem digital e inovação, e a responsabilidade social da informação como elementos relacionados à cidadania global.",candidate,4,EVID_CHINA_Q11_AS_CN_01_P0012_001; EVID_CHINA_Q11_AS_CN_01_P0012_002; EVID_CHINA_Q11_AS_CN_01_P0013_003; EVID_CHINA_Q11_AS_CN_01_P0013_004,AS-CN-01,AS-CN-01:p12; AS-CN-01:p12; AS-CN-01:p13; AS-CN-01:p13,RESP_CHINA_Q11_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam a educação em ética da informação e comunicação, que visa cultivar habilidades básicas de pesquisa de informações, comunicação desejável e cidadania global entre os jovens. Esta educação é fundamental para desenvolver valores e comportamentos adequados na sociedade da informação.",candidate,1,EVID_COREIA_DO_SUL_Q11_KR_001_P0285_001,KR_001,KR_001:p285,RESP_COREIA_DO_SUL_Q11_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os elementos relacionados à cidadania global que aparecem nos documentos curriculares incluem a promoção de um aluno ativo e responsável na comunidade, compreensão das culturas diversas, e o incentivo à análise crítica da informação.",candidate,2,EVID_ESTONIA_Q11_EU_EE_01_P0001_001; EVID_ESTONIA_Q11_EU_EE_01_P0001_002,EU-EE-01,EU-EE-01:p1; EU-EE-01:p1,RESP_ESTONIA_Q11_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam diversos elementos relacionados à cidadania global, incluindo o cultivo de relacionamentos de trabalho com indivíduos que possuem perspectivas, habilidades e personalidades diversas, o que é vital para promover a colaboração em ambientes tecnológicos. Além disso, destaca-se a importância das interações sociais facilitadas pela tecnologia da computação, que permitem a colaboração local e global e influenciam instituições sociais diversas.",candidate,2,EVID_EUA_Q11_US_001_P0218_001; EVID_EUA_Q11_US_001_P0115_002,US_001,US_001:p218; US_001:p115,RESP_EUA_Q11_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares da Finlândia mencionam a promoção da participação, democracia, equidade e responsabilidade ambiental como elementos relacionados à cidadania global.",candidate,1,EVID_FINLANDIA_Q11_FI_001_P0001_001,FI_001,FI_001:p1-2,RESP_FINLANDIA_Q11_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares abordam a cidadania global por meio do desenvolvimento de competências que promovem a identidade cultural e o engajamento cívico, enfatizando a contribuição para o desenvolvimento socioeconômico local e global.",candidate,2,EVID_GANA_Q11_GH_001_P0090_001; EVID_GANA_Q11_GH_002_P0043_002,GH_001; GH_002,GH_001:p90; GH_002:p43,RESP_GANA_Q11_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam elementos relacionados à cidadania global, como o reconhecimento e respeito por diferentes grupos culturais, a preocupação com questões internacionais, e a importância da compreensão e apreciação das culturas e vidas de diferentes povos ao redor do mundo.",candidate,2,EVID_HONG_KONG_Q11_HK_001_P0056_001; EVID_HONG_KONG_Q11_HK_001_P0078_002,HK_001,HK_001:p56-58; HK_001:p78-79,RESP_HONG_KONG_Q11_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam a promoção da coesão social, a compreensão ética e social do uso das tecnologias, e a responsabilidade social como elementos relacionados à cidadania global.",candidate,2,EVID_IRLANDA_Q11_IE_001_P0007_001; EVID_IRLANDA_Q11_IE_001_P0012_002,IE_001,IE_001:p7; IE_001:p12,RESP_IRLANDA_Q11_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares japoneses abordam elementos como a discussão de valores humanos, ética social e autoconsciência sobre a cidadania global, enfatizando a importância da comunicação eficaz e do respeito mútuo.",candidate,3,EVID_JAPAO_Q11_JP_001_P0087_001; EVID_JAPAO_Q11_JP_001_P0087_002; EVID_JAPAO_Q11_JP_001_P0087_003,JP_001,JP_001:p87; JP_001:p87; JP_001:p87,RESP_JAPAO_Q11_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares abordam a cidadania global ao promover competências como: participação ativa, pensamento crítico, e respeito à diversidade. A integração das tecnologias digitais nos currículos também reflete a importância de preparar os alunos para serem cidadãos globais, engajando-se em questões sociais e ambientais.",candidate,3,EVID_NOVA_ZELANDIA_Q11_NZ_001_P0012_001; EVID_NOVA_ZELANDIA_Q11_NZ_001_P0012_002; EVID_NOVA_ZELANDIA_Q11_NZ_001_P0011_003,NZ_001,NZ_001:p12; NZ_001:p12; NZ_001:p11,RESP_NOVA_ZELANDIA_Q11_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares incluem elementos relacionados à cidadania global, como Educação para a Paz, integridade, relação étnica e racial, coesão social, patriotismo e boa governança, direitos da criança, e proteção infantil.",candidate,1,EVID_QUENIA_Q11_KE_002_P0024_001,KE_002,KE_002:p24,RESP_QUENIA_Q11_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares enfatizam a responsabilidade e a cidadania digital, incluindo o uso seguro e respeitoso da tecnologia e a proteção da identidade online dos alunos.",candidate,2,EVID_REINO_UNIDO_Q11_UK_002_P0003_001; EVID_REINO_UNIDO_Q11_UK_001_P0002_002,UK_001; UK_002,UK_002:p3; UK_001:p2,RESP_REINO_UNIDO_Q11_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam a importância de usar a internet eticamente, envolvendo critérios de avaliação que promovem a ética e a segurança na web, além da consciência sobre questões de direitos autorais.",candidate,1,EVID_RUANDA_Q11_RW_001_P0021_001,RW_001,RW_001:p21,RESP_RUANDA_Q11_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,Os documentos curriculares mencionam a consciência global e a formação cidadã como elementos relacionados à cidadania global.,candidate,2,EVID_SINGAPURA_Q11_SG_002_P0017_001; EVID_SINGAPURA_Q11_SG_015_P0003_002,SG_002; SG_015,SG_002:p17-18; SG_015:p3,RESP_SINGAPURA_Q11_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares abordam a utilização responsável dos ambientes digitais, enfatizando a busca e avaliação de informações, bem como a criação de conteúdos de forma cidadã e colaborativa.",candidate,2,EVID_SUICA_Q11_CH_001_P0001_001; EVID_SUICA_Q11_CH_001_P0004_002,CH_001,CH_001:p1; CH_001:p4,RESP_SUICA_Q11_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam a importância da cidadania global através da promoção da consciência crítica em relação às questões sociais, éticas e ambientais. Os alunos são incentivados a desenvolver uma responsabilidade social e uma consciência cidadã, particularmente em relação ao impacto da tecnologia na sociedade e no meio ambiente.",candidate,2,EVID_TAIWAN_Q11_TW_001_P0001_001; EVID_TAIWAN_Q11_TW_001_P0001_002,TW_001,TW_001:p1; TW_001:p1,RESP_TAIWAN_Q11_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q11,Que elementos relacionados à cidadania global aparecem nos documentos curriculares?,"Os documentos curriculares mencionam elementos de cidadania global relacionados a competências como a cidadania digital, a construção de relações sociais e a consciência social, além da valorização de direitos e responsabilidades.",candidate,2,EVID_URUGUAI_Q11_UY_003_P0009_001; EVID_URUGUAI_Q11_UY_003_P0010_002,UY_003,UY_003:p9-10; UY_003:p10,RESP_URUGUAI_Q11_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital é abordada através de práticas que incluem o desenvolvimento de soluções, aplicações de princípios de engenharia de software e resolução de problemas computacionais. Os conteúdos incluem teoria, prática e avaliação de conhecimentos no uso de tecnologias digitais e seus impactos sociais.",candidate,2,EVID_AFRICA_DO_SUL_Q12_AF_ZA_01_P0030_001; EVID_AFRICA_DO_SUL_Q12_AF_ZA_02_P0025_002,AF-ZA-01; AF-ZA-02,AF-ZA-01:p30; AF-ZA-02:p25,RESP_AFRICA_DO_SUL_Q12_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados através de currículos que enfatizam a criação de soluções digitais, o uso de sistemas digitais, a representação de dados e a compreensão de conceitos de design e algoritmos. Os alunos aprendem a identificar e usar tecnologias, a colaborar e comunicar ideias usando ferramentas digitais, além de desenvolverem uma consciência sobre a segurança digital e a gestão de sua presença online.",candidate,2,EVID_AUSTRALIA_Q12_OC_AU_01_P0001_001; EVID_AUSTRALIA_Q12_OC_AU_01_P0001_002,OC-AU-01,OC-AU-01:p1-4; OC-AU-01:p1-4,RESP_AUSTRALIA_Q12_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio de assessoria técnica especializada, planejamento de programas de formação continuada e desenvolvimento de competências digitais dos professores, além da integração da Educação Digital ao currículo escolar.",candidate,3,EVID_BRASIL_Q12_BR_008_P0050_001; EVID_BRASIL_Q12_BR_018_P0012_002; EVID_BRASIL_Q12_BR_010_P0006_003,BR_008; BR_010; BR_018,BR_008:p50; BR_018:p12; BR_010:p6,RESP_BRASIL_Q12_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente em Computação e Educação Digital são abordados por meio da criação de novos pipelines e parcerias que injetam habilidades digitais no setor público. A equipe da Ontario Digital Service (ODS) aplica métodos de design e técnicas de pesquisa para trazer rapidamente ideias de produtos ou serviços à vida. O ODS também fornece ferramentas, processos e treinamento para apoiar as equipes do Serviço Público de Ontário na adoção de práticas digitais modernas em seu trabalho.",candidate,2,EVID_CANADA_Q12_CA_003_P0028_001; EVID_CANADA_Q12_CA_003_P0028_002,CA_003,CA_003:p28; CA_003:p28,RESP_CANADA_Q12_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio da incorporação de ferramentas e tecnologias que são significativas para a pesquisa artística e educativa. A ênfase está em promover habilidades de difusão e apresentação que são alinhadas com o mundo juvenil. Os docentes são incentivados a utilizar TIC no ambiente escolar para facilitar a comunicação e a expressão, respeitando as considerações éticas do uso dessa tecnologia.",candidate,2,EVID_CHILE_Q12_CL_002_P0344_001; EVID_CHILE_Q12_CL_002_P0344_002,CL_002,CL_002:p344; CL_002:p344,RESP_CHILE_Q12_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação e desenvolvimento profissional docente em Computação e Educação Digital são abordados com foco no ensino fundamentado em habilidades digitais, incentivando a autonomia e a colaboração dos alunos. Há ênfase na aplicação de tecnologias digitais para melhorar a aprendizagem e na importância de preparar os alunos para a sociedade digital.",candidate,2,EVID_CHINA_Q12_AS_CN_01_P0054_001; EVID_CHINA_Q12_AS_CN_01_P0055_002,AS-CN-01,AS-CN-01:p54; AS-CN-01:p55,RESP_CHINA_Q12_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A atuação e desenvolvimento profissional docente em Computação e Educação Digital abordam a formação de professores por meio do treinamento em capacidade de prática da educação inteligente e na utilização de livros didáticos digitais, que transformam a sala de aula em um ambiente centrado em atividades dos alunos, promovendo aprendizado autodirigido e interação.",candidate,2,EVID_COREIA_DO_SUL_Q12_KR_001_P0078_001; EVID_COREIA_DO_SUL_Q12_KR_001_P0052_002,KR_001,KR_001:p78; KR_001:p52,RESP_COREIA_DO_SUL_Q12_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","Na Estônia, a formação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio da implementação de diversas temáticas e aprendizagens que capacitam os alunos a utilizar tecnologias digitais de forma eficaz e segura. O currículo educacional enfatiza a importância da utilização de e-ambientes para o aprendizado, habilidades de programação, e a criação de projetos de tecnologia digital.",candidate,2,EVID_ESTONIA_Q12_EU_EE_02_P0001_001; EVID_ESTONIA_Q12_EU_EE_02_P0001_002,EU-EE-02,EU-EE-02:p1-10; EU-EE-02:p1-10,RESP_ESTONIA_Q12_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação e desenvolvimento profissional docente para Computação e Educação Digital são abordados através da necessidade de alinhamento entre os padrões de computação e outras disciplinas, bem como a importância de integrar esses conteúdos para maximizar a eficácia do ensino.",candidate,2,EVID_EUA_Q12_US_001_P0151_001; EVID_EUA_Q12_US_001_P0140_002,US_001,US_001:p151; US_001:p140-141,RESP_EUA_Q12_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados através de um currículo nacional que enfoca a integração de conteúdos e a promoção de competências transversais, incluindo competência em TIC. As escolas são obrigadas a organizar módulos de aprendizagem multidisciplinares que envolvem a colaboração entre diferentes disciplinas e a participação dos alunos no planejamento.",candidate,2,EVID_FINLANDIA_Q12_FI_001_P0001_001; EVID_FINLANDIA_Q12_FI_001_P0003_002,FI_001,FI_001:p1; FI_001:p3,RESP_FINLANDIA_Q12_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação e desenvolvimento profissional docente para Computação e Educação Digital em Gana incluem o uso de Tecnologias da Informação e Comunicação (TIC) como ferramentas de ensino e aprendizado. A abordagem didática incentiva a exposição dos alunos a diversas ferramentas TIC, como softwares e dispositivos tecnológicos, para aumentar a confiança e a motivação para o uso das TIC na educação.",candidate,2,EVID_GANA_Q12_GH_001_P0025_001; EVID_GANA_Q12_GH_002_P0005_002,GH_001; GH_002,GH_001:p25; GH_002:p5,RESP_GANA_Q12_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados através de e-learning e fomento ao aprendizado colaborativo, permitindo que os professores integrem ferramentas digitais em suas práticas pedagógicas. São criadas oportunidades para que os alunos utilizem tecnologias em seus processos de aprendizagem, incentivando a autoaprendizagem e a pesquisa ativa.",candidate,2,EVID_HONG_KONG_Q12_HK_001_P0156_001; EVID_HONG_KONG_Q12_HK_001_P0104_002,HK_001,HK_001:p156; HK_001:p104,RESP_HONG_KONG_Q12_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio de práticas e princípios fundamentais, onde os estudantes são incentivados a desenvolver habilidades de colaboração e autoeficiência. Há uma integração entre aprendizagem teórica e prática, enfatizando a resolução de problemas, a aplicação de conceitos fundamentais e a criação de artefatos computacionais que refletem suas vidas e interesses.",candidate,3,EVID_IRLANDA_Q12_IE_001_P0012_001; EVID_IRLANDA_Q12_IE_001_P0016_002; EVID_IRLANDA_Q12_IE_001_P0022_003,IE_001,IE_001:p12; IE_001:p16; IE_001:p22,RESP_IRLANDA_Q12_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação e atuação docente para Computação e Educação Digital no Japão envolvem práticas de ensino que promovem o aprendizado ativo e colaborativo, enfatizando a criação de conteúdos digitais e a gestão de informações. Os docentes são incentivados a desenvolver uma abordagem prática, integrando competências técnicas e teóricas.",candidate,2,EVID_JAPAO_Q12_JP_002_P0163_001; EVID_JAPAO_Q12_JP_002_P0113_002,JP_002,JP_002:p163; JP_002:p113,RESP_JAPAO_Q12_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital na Nova Zelândia envolve a implementação de uma abordagem integrada ao currículo, que conecta a tecnologia a outras áreas de aprendizagem. Educadores são incentivados a participar de desenvolvimento profissional contínuo e a aplicar práticas inovadoras em suas aulas.",candidate,3,EVID_NOVA_ZELANDIA_Q12_NZ_001_P0008_001; EVID_NOVA_ZELANDIA_Q12_NZ_001_P0010_002; EVID_NOVA_ZELANDIA_Q12_NZ_001_P0011_003,NZ_001,NZ_001:p8; NZ_001:p10; NZ_001:p11,RESP_NOVA_ZELANDIA_Q12_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?",A formação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio da integração das competências digitais em todas as áreas de aprendizagem e pela necessidade de reformar o currículo de formação de professores para preparar educadores que possam atender a diversidade de aprendizes.,candidate,2,EVID_QUENIA_Q12_KE_001_P0134_001; EVID_QUENIA_Q12_KE_001_P0132_002,KE_001,KE_001:p134; KE_001:p132,RESP_QUENIA_Q12_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital no Reino Unido visam garantir que todos os alunos possam compreender e aplicar os princípios fundamentais da ciência da computação, desenvolver habilidades analíticas e criativas, e utilizar a tecnologia de forma responsável e eficaz.",candidate,2,EVID_REINO_UNIDO_Q12_UK_001_P0001_001; EVID_REINO_UNIDO_Q12_UK_002_P0002_002,UK_001; UK_002,UK_001:p1; UK_002:p2,RESP_REINO_UNIDO_Q12_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","O desenvolvimento profissional docente em Computação e Educação Digital é abordado através de práticas de ensino que envolvem avaliação contínua e feedback. As atividades incluem formação e prática individual dos alunos, com ênfase em habilidades práticas e conhecimentos aplicados, permitindo que os professores monitorem o progresso e forneçam orientação adequada.",candidate,2,EVID_RUANDA_Q12_RW_001_P0013_001; EVID_RUANDA_Q12_RW_001_P0013_002,RW_001,RW_001:p13; RW_001:p13,RESP_RUANDA_Q12_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente em Computação e Educação Digital em Singapura são abordados através de um framework que integra competências do século XXI, enfatizando o pensamento computacional e o uso ético da tecnologia. Os professores são incentivados a manter altos padrões profissionais e devem desenvolver suas práticas para alinhar-se com as diretrizes estabelecidas pelo Ministério da Educação (MOE), que promove o uso responsável da Inteligência Artificial na educação.",candidate,2,EVID_SINGAPURA_Q12_SG_003_P0001_001; EVID_SINGAPURA_Q12_SG_001_P0001_002,SG_001; SG_003,SG_003:p1-3; SG_001:p1-4,RESP_SINGAPURA_Q12_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente para Computação e Educação Digital são abordados por meio da integração das tecnologias nos percursos pedagógicos e na criação de projetos multidisciplinares que visam o fortalecimento da competência em Tecnologia e Mídia.",candidate,2,EVID_SUICA_Q12_CH_002_P0007_001; EVID_SUICA_Q12_CH_002_P0008_002,CH_002,CH_002:p7; CH_002:p8,RESP_SUICA_Q12_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente em Computação e Educação Digital incluem o aumento da capacidade para resolver problemas e o entendimento de sistemas de informação. Os docentes devem ser capazes de aplicar essas habilidades para a colaboração em projetos e o uso de tecnologia para soluções práticas.",candidate,2,EVID_TAIWAN_Q12_TW_001_P0011_001; EVID_TAIWAN_Q12_TW_001_P0011_002,TW_001,TW_001:p11; TW_001:p11,RESP_TAIWAN_Q12_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q12,"Como a formação, atuação ou desenvolvimento profissional docente para Computação e Educação Digital são abordados?","A formação, atuação e desenvolvimento profissional docente em Computação e Educação Digital são abordados através de metodologias que integram as Tecnologias da Informação e Comunicação (TIC) nas práticas pedagógicas. A capacitação docente é voltada para a inter e transdisciplinariedade, abordando a validação e análise de informações, conhecimento em realização de projetos, e redução de barreiras de comunicação entre docentes e estudantes.",candidate,1,EVID_URUGUAI_Q12_UY_001_P0023_001,UY_001,UY_001:p23,RESP_URUGUAI_Q12_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
